joylashuv;xonalar;maydon;qavat;bino_qavati;narx
Yakkasaroy;3;73;2;10;82000
Mirobod;3;75;6;9;110000
Mirzo Ulugbek;4;190;3;8;365000
Mirzo Ulugbek;3;80;3;4;120000
Yunusobod;1;50;7;9;39000
Mirzo Ulugbek;3;95;5;18;67000
Mirobod;3;100;5;9;110000
Yunusobod;3;75;3;4;73000
Mirobod;2;65;3;9;78000
Yunusobod;2;55;1;9;43000
Yakkasaroy;3;72;3;4;45000
Yashnobod;2;58,8;5;5;28000
Mirobod;2;63;2;6;89000
Shayhontohur;2;65;3;4;56500
Yakkasaroy;3;93;4;4;65000
Mirobod;4;120;1;4;135000
Shayhontohur;6;268;1;3;260000
Yakkasaroy;1;38;2;5;26700
Chilonzor;2;42;1;4;42900
Mirobod;5;225;5;8;350000
Yunusobod;2;62;1;4;40000
Uchtepa;2;49;4;4;30000
Sergeli;2;56,2;4;5;29500
Chilonzor;2;46;4;5;26500
Mirzo Ulugbek;4;157;5;9;201493
Chilonzor;2;55;4;5;54000
Yashnobod;1;34;4;5;18000
Shayhontohur;2;62;4;8;62000
Shayhontohur;3;70;4;4;45000
Yakkasaroy;1;26;1;4;30000
Mirzo Ulugbek;3;115;2;9;115000
Mirobod;3;75;3;4;71000
Mirzo Ulugbek;3;78;2;5;60000
Yunusobod;2;81;9;9;55000
Mirzo Ulugbek;4;92;2;5;60000
Mirzo Ulugbek;3;75;7;9;39500
Yakkasaroy;2;53;3;4;51000
Olmzor;5;97;3;4;60000
Sergeli;3;80;8;9;41000
Chilonzor;2;48;1;4;34500
Mirobod;3;65;2;2;32500
Chilonzor;2;58;1;9;39500
Chilonzor;3;68;5;5;34500
Chilonzor;3;65;1;4;54000
Chilonzor;3;70;2;4;46000
Chilonzor;1;26;1;4;28000
Chilonzor;2;65;1;9;41000
Uchtepa;2;56;3;5;33000
Chilonzor;2;56;2;4;39500
Chilonzor;2;50;3;5;35500
Chilonzor;2;68;4;5;38000
Chilonzor;1;30;2;5;26000
Chilonzor;1;36;2;4;29500
Chilonzor;1;42;4;4;25500
Chilonzor;1;46;2;4;29500
Uchtepa;3;70;6;16;42000
Chilonzor;4;75,8;3;5;58000
Chilonzor;1;34;1;4;27000
Chilonzor;1;30;2;4;25200
Yakkasaroy;1;38;2;5;26700
Chilonzor;2;50;1;4;38000
Chilonzor;1;32;2;4;26000
Yashnobod;2;62;2;7;55000
Chilonzor;3;70;3;4;48000
Yakkasaroy;3;260;1;6;235000
Chilonzor;3;72;1;4;47500
Uchtepa;2;55;2;4;35000
Chilonzor;1;30;2;4;26000
Chilonzor;2;60;4;4;33500
Chilonzor;1;32;3;4;25000
Mirzo Ulugbek;1;30;3;4;22000
Mirzo Ulugbek;1;30;1;4;22500
Mirzo Ulugbek;2;45;1;4;35000
Yashnobod;2;40;1;4;28000
Uchtepa;2;43;1;5;30500
Yunusobod;3;75;3;4;73000
Mirzo Ulugbek;1;50;4;18;60000
Yashnobod;2;51;4;6;27000
Uchtepa;4;68;5;5;40000
Yunusobod;4;90;2;4;77000
Yashnobod;4;100;5;5;43000
Chilonzor;1;27;1;4;28500
Sergeli;4;98;2;9;41000
Chilonzor;1;39;3;4;26000
Sergeli;1;48;4;5;27000
Shayhontohur;1;42;2;12;41200
Mirobod;2;48;1;4;40000
Chilonzor;2;48;2;4;34000
Yashnobod;2;36;3;4;21000
Mirzo Ulugbek;2;50;5;8;29000
Uchtepa;1;35;4;4;26500
Mirobod;5;120;5;9;85000
Yakkasaroy;1;38;2;5;26700
Yunusobod;1;43;2;5;62000
Mirobod;5;225;1;5;215000
Shayhontohur;2;70;3;7;59000
Uchtepa;3;61;3;4;42000
Chilonzor;2;51;1;4;33000
Mirzo Ulugbek;3;75;8;9;51000
Mirzo Ulugbek;4;140;1;4;110000
Yunusobod;2;60;1;4;60000
Shayhontohur;2;84;3;4;73000
Yashnobod;2;46;1;1;27000
Yashnobod;3;77;5;7;80000
Mirobod;5;120;7;9;108000
Mirzo Ulugbek;3;78;3;5;52991
Mirzo Ulugbek;2;60;5;5;35000
Mirzo Ulugbek;4;78;4;5;63000
Mirobod;4;120;1;5;135000
Yakkasaroy;2;53;5;8;43500
Yashnobod;3;75;4;9;63000
Mirzo Ulugbek;1;33;2;4;24000
Mirzo Ulugbek;3;107;4;7;87000
Mirzo Ulugbek;4;100;3;4;95000
Mirzo Ulugbek;3;95;7;10;140000
Mirzo Ulugbek;4;90;3;4;73000
Mirzo Ulugbek;5;110;5;5;50000
Chilonzor;1;16,7;3;4;27000
Yashnobod;3;72;7;8;52000
Mirobod;3;75;6;9;57500
Yakkasaroy;3;105;4;9;150000
Mirzo Ulugbek;3;70;8;9;65000
Bektemir;3;58;6;9;28000
Mirzo Ulugbek;3;70;1;5;57000
Mirzo Ulugbek;2;47;3;5;30000
Mirobod;4;185;4;6;350000
Yunusobod;3;74;3;4;63000
Olmzor;3;70;4;4;37500
Chilonzor;2;51;2;4;34800
Mirzo Ulugbek;2;68;4;4;45000
Yunusobod;2;50;3;4;36500
Olmzor;3;117;3;6;84000
Yunusobod;3;80;2;5;53000
Mirobod;3;65;4;4;57000
Mirobod;5;120;7;9;108000
Yashnobod;4;89;6;9;51000
Mirzo Ulugbek;2;66,4;2;8;55000
Olmzor;3;183;3;4;90000
Yakkasaroy;1;44;2;9;27000
Chilonzor;2;55;1;4;41000
Chilonzor;1;30;4;5;27000
Sergeli;4;110;8;9;55000
Shayhontohur;4;100;5;9;73000
Shayhontohur;2;55;4;9;33000
Yunusobod;3;70;8;9;57000
Mirzo Ulugbek;2;58;4;5;34500
Mirzo Ulugbek;2;65;4;4;63000
Yunusobod;3;68;4;4;37500
Yakkasaroy;3;70;6;8;82000
Yashnobod;2;84;5;6;33600
Mirzo Ulugbek;3;113;5;8;56900
Yashnobod;3;87;4;6;34800
Yunusobod;6;137;6;9;89050
Yunusobod;4;79;2;4;55000
Yakkasaroy;4;90;3;4;90000
Mirzo Ulugbek;3;75;5;9;63000
Yunusobod;5;215;4;9;161000
Mirzo Ulugbek;2;60;3;5;32000
Mirzo Ulugbek;3;72;4;4;41000
Mirzo Ulugbek;1;35;1;4;24500
Mirzo Ulugbek;3;66;4;5;41500
Yunusobod;3;67;3;4;57000
Shayhontohur;4;110;12;12;68000
Mirzo Ulugbek;3;75;5;9;41500
Mirzo Ulugbek;4;100;1;4;87000
Mirzo Ulugbek;3;75;7;9;39500
Uchtepa;3;80;3;12;47500
Mirzo Ulugbek;3;94;2;5;67000
Olmzor;2;74;4;9;41500
Mirzo Ulugbek;3;85;1;4;110000
Chilonzor;4;130;3;8;210000
Mirzo Ulugbek;3;65;4;5;42000
Yashnobod;3;75;5;9;41500
Chilonzor;1;35;2;4;27000
Mirzo Ulugbek;3;75;7;9;39500
Yashnobod;3;75,41;10;10;35000
Mirzo Ulugbek;1;40;3;3;30500
Mirzo Ulugbek;2;72;18;19;55000
Yunusobod;10;448;7;7;425600
Uchtepa;4;88;4;5;47500
Mirobod;1;28;2;4;25500
Chilonzor;1;28;1;4;29500
Chilonzor;2;55;1;4;41000
Uchtepa;3;80;4;5;44000
Mirobod;6;160;4;9;130000
Yashnobod;2;49;2;2;25000
Mirobod;2;62;4;4;53000
Yashnobod;1;20;3;4;12800
Yunusobod;3;60;3;3;70000
Chilonzor;5;130;2;9;110000
Yakkasaroy;3;80;10;16;70000
Yunusobod;3;78;1;5;56000
Yakkasaroy;5;109;3;5;80000
Olmzor;2;78;9;9;40500
Chilonzor;2;48;1;4;39000
Olmzor;1;30,5;9;9;21500
Yakkasaroy;3;72;3;5;97500
Shayhontohur;3;85;2;9;52000
Mirzo Ulugbek;2;56,89;2;5;48000
Chilonzor;1;35;1;4;28800
Yunusobod;1;45;5;5;24200
Mirobod;3;128;6;12;89000
Chilonzor;1;32;3;5;28500
Yunusobod;2;50;3;4;31000
Uchtepa;4;93;4;4;77000
Uchtepa;3;79;3;4;67000
Shayhontohur;3;78;4;4;48000
Mirzo Ulugbek;3;100;6;7;75000
Shayhontohur;4;125;1;5;118000
Yunusobod;4;138;2;4;84000
Yakkasaroy;3;65;4;5;59500
Shayhontohur;3;88;2;5;100000
Yunusobod;3;80;2;7;90000
Yakkasaroy;5;182;7;8;160000
Yunusobod;3;78;2;5;52500
Yunusobod;4;86;3;4;48000
Yunusobod;2;53;4;4;31500
Mirobod;3;72;3;9;52000
Yunusobod;2;50;3;4;34000
Shayhontohur;4;84;4;4;79000
Chilonzor;2;40;3;4;33800
Mirzo Ulugbek;1;45;2;4;50000
Sergeli;4;84;7;9;70000
Chilonzor;3;70;2;4;46000
Shayhontohur;3;67;1;5;52000
Sergeli;1;38;1;5;23000
Yunusobod;1;31;2;4;23000
Olmzor;1;41;4;4;22600
Olmzor;2;94;3;5;47000
Yunusobod;2;57;4;4;36000
Yashnobod;4;76,12;2;4;50000
Sergeli;3;78;2;9;47000
Sergeli;3;80;5;9;53000
Yunusobod;3;85;1;9;85000
Yunusobod;1;23,7;4;4;18000
Yunusobod;4;96;2;5;53000
Yashnobod;2;40;2;4;20000
Chilonzor;4;94;4;5;69999
Mirzo Ulugbek;2;61;2;5;33500
Mirzo Ulugbek;2;55;6;9;33500
Mirzo Ulugbek;2;69;12;12;33000
Mirzo Ulugbek;2;64;3;9;53500
Shayhontohur;3;72;4;4;42000
Chilonzor;2;63;3;9;32000
Mirzo Ulugbek;2;140;1;8;70000
Yunusobod;7;190;1;3;72000
Yakkasaroy;1;45;3;4;41000
Chilonzor;2;63;3;9;32000
Mirzo Ulugbek;2;55;4;4;32000
Chilonzor;3;78;7;9;55000
Mirobod;3;105;2;8;170000
Yunusobod;4;100;1;9;87000
Shayhontohur;3;70;8;9;46000
Chilonzor;4;105;6;9;63000
Mirzo Ulugbek;2;60;4;4;31500
Mirobod;3;110;4;8;120000
Yunusobod;2;60;2;9;45000
Yakkasaroy;2;60;5;9;47000
Yakkasaroy;3;103;1;9;145000
Uchtepa;4;80;2;5;82000
Mirobod;2;62;2;9;57000
Chilonzor;1;30;3;4;27500
Chilonzor;1;30;3;4;27500
Yunusobod;4;100;7;9;65000
Mirobod;4;107;8;9;105000
Yunusobod;3;103;3;6;90000
Chilonzor;3;65;4;4;54000
Chilonzor;3;75;2;4;53000
Shayhontohur;3;72;4;9;60000
Mirobod;4;90;2;4;105000
Mirzo Ulugbek;4;100;9;9;110000
Uchtepa;2;58;2;4;32000
Mirzo Ulugbek;3;70;2;4;41500
Mirobod;4;95;1;9;118000
Mirobod;1;27;3;3;18600
Yashnobod;4;320;4;4;255000
Mirobod;2;47;4;4;43000
Yashnobod;4;320;4;4;255000
Mirzo Ulugbek;3;78;4;4;66000
Chilonzor;2;60;3;4;39500
Chilonzor;2;60;3;9;35000
Chilonzor;2;58;2;5;35500
Chilonzor;2;50;2;4;34500
Chilonzor;2;60;3;5;38000
Chilonzor;1;36;2;4;27500
Chilonzor;1;45;2;5;29500
Chilonzor;1;36;4;4;25500
Chilonzor;1;36;4;4;25500
Chilonzor;1;30;2;4;23500
Mirobod;2;62;3;9;53000
Sergeli;2;74;2;9;34000
Mirobod;2;65;9;9;48500
Mirobod;2;65;9;9;47000
Yashnobod;3;50;3;4;38700
Yakkasaroy;1;44;2;9;27000
Yashnobod;1;41;1;9;23000
Yakkasaroy;5;116;3;9;88000
Mirzo Ulugbek;2;41;3;5;36500
Mirzo Ulugbek;1;43;4;4;62000
Chilonzor;2;47;4;4;26000
Mirobod;2;80;9;9;66500
Olmzor;2;57;5;5;35000
Chilonzor;2;50;1;4;34500
Yashnobod;3;89,8;1;8;31500
Yashnobod;1;58,6;4;8;20500
Uchtepa;2;65;7;9;36500
Yunusobod;2;70;4;9;60000
Chilonzor;1;33;4;4;25000
Mirzo Ulugbek;4;92;3;5;61000
Mirzo Ulugbek;4;95;3;5;61000
Shayhontohur;2;65;3;4;56500
Sergeli;2;54;9;10;28423
Mirzo Ulugbek;2;53;4;4;37000
Yakkasaroy;5;112;8;9;60000
Chilonzor;2;57;2;4;46000
Mirobod;4;103;6;9;70000
Yunusobod;3;80;1;4;100000
Yakkasaroy;4;84;5;12;70000
Yashnobod;4;100;3;9;60000
Mirzo Ulugbek;4;123;1;5;300000
Mirobod;1;55;9;9;57000
Mirobod;1;55;9;9;65000
Mirzo Ulugbek;3;74;7;9;61000
Mirzo Ulugbek;3;78;3;4;72000
Yakkasaroy;1;43;5;16;36500
Yakkasaroy;1;28;4;4;29000
Mirzo Ulugbek;3;70;4;5;46000
Uchtepa;1;37;2;4;24500
Uchtepa;1;42;1;5;26500
Shayhontohur;4;84;2;4;95000
Uchtepa;1;37;2;4;28000
Yunusobod;3;72;7;9;46000
Mirzo Ulugbek;1;33;4;4;19000
Mirzo Ulugbek;2;42;2;5;33500
Mirzo Ulugbek;5;100;4;4;48000
Mirzo Ulugbek;1;35;1;4;24500
Mirzo Ulugbek;2;46;4;4;28000
Mirzo Ulugbek;2;60;3;5;30500
Mirzo Ulugbek;3;62;5;5;35000
Yunusobod;2;60;2;9;45000
Yangihayot;2;52;3;7;41000
Mirobod;3;70;2;4;75000
Mirobod;2;60;4;4;60000
Yakkasaroy;3;52;3;5;65000
Olmzor;1;42;5;5;26500
Yakkasaroy;2;42;3;5;52000
Chilonzor;1;15;3;4;12000
Yunusobod;3;103;3;6;90000
Chilonzor;1;42;3;5;31500
Uchtepa;2;58;2;4;32000
Mirzo Ulugbek;2;55;1;4;36000
Mirobod;4;107;8;9;105000
Yunusobod;4;95;4;4;59900
Chilonzor;1;35;3;4;27000
Chilonzor;1;28;2;4;24000
Mirzo Ulugbek;2;55;4;5;34500
Mirzo Ulugbek;1;18;6;9;10500
Mirzo Ulugbek;2;55;2;5;32500
Mirzo Ulugbek;2;55;1;5;36000
Yunusobod;3;75;4;9;77000
Uchtepa;1;41;3;5;26000
Uchtepa;3;72;3;9;45500
Mirzo Ulugbek;3;110;1;4;110000
Mirobod;5;115;5;9;83000
Mirobod;4;110;5;9;85000
Mirzo Ulugbek;4;86;2;5;80000
Sergeli;2;44;1;7;34000
Mirobod;2;40;1;1;26000
Yashnobod;4;94;4;4;37000
Mirobod;2;40;1;1;26000
Yashnobod;4;94;4;4;37000
Mirobod;1;40;1;4;22500
Sergeli;3;82;7;10;43160
Yashnobod;2;50;4;4;24000
Sergeli;2;56;1;7;38000
Olmzor;3;80;6;7;58000
Chilonzor;2;58;4;9;31500
Yunusobod;4;82;1;4;85000
Shayhontohur;2;75;4;7;47000
Mirobod;4;104;8;9;94000
Uchtepa;2;50;4;4;29500
Mirobod;2;65;1;2;30000
Yashnobod;3;105;4;8;160000
Yashnobod;3;70;3;4;42000
Chilonzor;2;60;5;9;35000
Chilonzor;2;50;3;5;33500
Chilonzor;2;50;2;4;34500
Uchtepa;2;65;4;5;38500
Chilonzor;2;50;1;5;37000
Chilonzor;1;40;1;5;25500
Chilonzor;1;32;1;4;27000
Mirzo Ulugbek;2;65;5;9;38800
Mirzo Ulugbek;4;180;3;9;110000
Yashnobod;3;90;5;9;55000
Yunusobod;2;69;5;7;52000
Uchtepa;3;72;7;9;39000
Mirobod;3;81;3;5;41500
Chilonzor;1;30;2;4;29300
Chilonzor;1;30;4;4;25900
Uchtepa;2;59;4;9;32000
Chilonzor;3;65;4;4;43500
Chilonzor;3;72;5;9;57000
Yunusobod;2;55;2;4;55000
Yunusobod;3;75;4;9;80000
Yakkasaroy;2;65;1;4;40000
Mirobod;4;100;15;16;130000
Yunusobod;2;45;1;5;40000
Shayhontohur;3;96;4;8;110000
Mirobod;3;72;1;2;40000
Yakkasaroy;2;65;4;7;88000
Mirobod;4;200;5;8;265000
Mirzo Ulugbek;4;102;2;5;55000
Yakkasaroy;3;70;11;13;45000
Mirzo Ulugbek;1;38;3;5;22500
Yunusobod;3;72;3;4;42000
Mirzo Ulugbek;4;92;5;5;41500
Sergeli;2;52;1;7;34900
Mirobod;4;100;6;9;70000
Mirzo Ulugbek;3;84;8;12;56000
Yunusobod;2;65;2;4;38500
Mirobod;4;100;2;4;78000
Mirobod;2;55;3;3;26900
Sergeli;3;76;5;5;33000
Mirobod;4;165;2;4;210000
Mirobod;4;135;2;4;165000
Mirobod;4;147;3;12;132000
Uchtepa;3;70;2;5;43500
Yakkasaroy;4;150;2;7;200000
Yakkasaroy;2;58;4;5;45000
Yakkasaroy;4;96;5;9;66000
Shayhontohur;3;72;2;5;48000
Olmzor;3;107;3;7;98000
Mirobod;5;115;7;9;105000
Yunusobod;2;63;5;9;45000
Sergeli;4;135;1;3;70500
Chilonzor;3;72;4;12;60000
Uchtepa;3;72;9;9;40000
Mirzo Ulugbek;3;79;5;5;45000
Mirobod;4;100;3;4;125000
Mirobod;4;115;9;9;75000
Olmzor;6;200;3;4;65000
Yunusobod;3;76,87;2;4;80000
Mirzo Ulugbek;3;108;4;7;105000
Yashnobod;3;90;5;9;90000
Mirzo Ulugbek;4;140;1;4;110000
Mirzo Ulugbek;2;56;7;9;39000
Chilonzor;2;42;4;4;31500
Chilonzor;2;57;2;4;46900
Yashnobod;2;54;4;4;31500
Chilonzor;3;75;5;9;51000
Mirobod;2;65;9;9;45000
Shayhontohur;4;98;1;5;92000
Mirzo Ulugbek;2;58;3;5;34000
Yakkasaroy;3;70;4;4;70500
Mirzo Ulugbek;3;56;5;5;50000
Mirobod;3;100;1;9;142000
Mirobod;4;170;3;9;170000
Mirzo Ulugbek;3;75;3;14;67000
Chilonzor;1;30;1;3;25000
Yunusobod;2;62;3;4;57500
Shayhontohur;5;97;4;5;58000
Mirzo Ulugbek;2;60;2;4;49000
Yunusobod;4;82;1;4;85000
Yashnobod;2;47;4;5;26000
Uchtepa;4;80;1;5;52000
Uchtepa;3;58;5;5;35000
Yashnobod;3;70;2;4;48000
Yashnobod;3;62;6;7;60000
Mirzo Ulugbek;2;46;5;10;23000
Mirzo Ulugbek;1;38;5;5;19000
Mirzo Ulugbek;2;45;5;10;22500
Mirzo Ulugbek;2;69;5;10;34500
Mirzo Ulugbek;2;43;3;10;21500
Yashnobod;3;87;3;6;34800
Yashnobod;3;80;1;4;85000
Mirzo Ulugbek;2;45;1;4;39000
Yashnobod;2;50;5;5;23500
Mirzo Ulugbek;2;62;2;5;33500
Yunusobod;4;82;1;4;85000
Mirzo Ulugbek;4;92;3;5;63000
Mirzo Ulugbek;2;50;4;5;31000
Yakkasaroy;3;103;1;9;105000
Uchtepa;3;70;5;5;40000
Uchtepa;3;70;4;5;46000
Mirobod;3;75;7;9;90000
Yakkasaroy;2;42;2;2;43000
Uchtepa;3;70;5;5;44000
Chilonzor;3;60;1;4;52500
Yashnobod;4;70,06;4;4;50000
Uchtepa;2;44;1;4;29500
Uchtepa;3;63;1;4;69000
Chilonzor;3;72;5;9;53000
Uchtepa;3;72;5;5;45000
Chilonzor;3;62;3;4;38000
Uchtepa;2;48;5;5;27000
Chilonzor;2;42;4;4;31000
Uchtepa;3;70;1;4;54000
Chilonzor;2;48;2;3;34000
Uchtepa;1;33;2;4;28000
Uchtepa;2;50;4;4;30000
Chilonzor;1;30;2;4;28200
Uchtepa;4;73;1;5;65000
Mirobod;3;90;3;4;118000
Mirzo Ulugbek;3;131;1;8;150000
Chilonzor;3;70;4;4;51000
Mirobod;4;100;5;5;54500
Uchtepa;4;76;4;4;47500
Uchtepa;2;45;4;5;30000
Chilonzor;1;38;1;4;28900
Chilonzor;1;27;3;4;32000
Chilonzor;5;117;1;4;95000
Chilonzor;4;78;2;4;65000
Chilonzor;2;50;3;5;36500
Chilonzor;2;60;4;9;34500
Chilonzor;1;40;1;4;27500
Chilonzor;2;54;3;5;32000
Chilonzor;3;65;4;4;38500
Chilonzor;2;48;2;4;38000
Uchtepa;1;58;9;12;26000
Uchtepa;3;75;3;9;51500
Chilonzor;1;32;4;4;27700
Uchtepa;3;72;1;9;60000
Chilonzor;2;46;4;4;31000
Chilonzor;3;78;3;5;58000
Uchtepa;3;80;3;4;55500
Uchtepa;4;108;3;3;70000
Chilonzor;3;135;1;4;148000
Uchtepa;4;98;4;4;58000
Chilonzor;2;47;1;4;33000
Uchtepa;4;80;5;5;53000
Chilonzor;4;72;4;4;50000
Yashnobod;2;52;8;9;27000
Chilonzor;4;98;3;9;84000
Uchtepa;4;92;3;4;59500
Uchtepa;3;72;8;9;40000
Uchtepa;4;80;1;4;47000
Uchtepa;3;70;5;5;44000
Uchtepa;3;70;9;9;44000
Uchtepa;2;50;4;4;35000
Chilonzor;2;52;3;4;38900
Uchtepa;3;67;3;4;51000
Uchtepa;3;84;14;16;49000
Uchtepa;3;60;4;4;45000
Chilonzor;1;33;3;4;24500
Uchtepa;4;120;1;4;110000
Uchtepa;2;61;6;9;37000
Uchtepa;2;50;1;4;52500
Uchtepa;3;70;4;4;47500
Uchtepa;3;70;4;4;41500
Chilonzor;3;68;3;4;57500
Chilonzor;3;65;1;4;43000
Chilonzor;2;42;1;4;41500
Chilonzor;3;110;3;9;78000
Chilonzor;3;68;3;4;50000
Chilonzor;2;45;4;4;32000
Chilonzor;3;68;4;5;55000
Chilonzor;3;65;1;4;48000
Chilonzor;2;43;1;4;32000
Chilonzor;2;54;3;4;45500
Chilonzor;2;52;2;4;56500
Chilonzor;2;63;2;5;46500
Mirobod;4;135;3;9;105000
Uchtepa;4;90;5;5;46000
Uchtepa;4;90;3;5;58000
Uchtepa;3;92;9;9;47500
Chilonzor;3;80;8;9;66000
Uchtepa;3;72;1;9;48000
Uchtepa;2;71;4;5;67000
Chilonzor;3;76;5;5;49000
Chilonzor;2;45;4;4;36500
Uchtepa;4;137;5;5;94000
Shayhontohur;4;100;9;9;68000
Shayhontohur;4;100;2;9;87000
Shayhontohur;2;57;4;5;35000
Olmzor;2;52;1;4;52500
Sergeli;2;58;1;3;41000
Yunusobod;1;42;1;4;53000
Uchtepa;2;28;1;4;43000
Chilonzor;3;90;4;4;84000
Chilonzor;3;64;2;4;46000
Chilonzor;3;66;9;9;73500
Chilonzor;2;55;4;4;43000
Uchtepa;2;40;2;4;35000
Uchtepa;2;47;3;4;32000
Uchtepa;2;53;4;4;31500
Uchtepa;2;52;2;4;35000
Uchtepa;2;45;1;4;35000
Uchtepa;2;50;4;4;37000
Uchtepa;2;43;2;5;37000
Chilonzor;2;46;3;4;33000
Chilonzor;2;48;2;4;38000
Chilonzor;2;50;2;4;40000
Chilonzor;2;45;3;4;42500
Uchtepa;4;80;1;5;65000
Chilonzor;4;100;3;4;57000
Chilonzor;4;80;4;4;51500
Chilonzor;4;96;8;9;57500
Chilonzor;4;90;9;9;53000
Chilonzor;4;94;3;9;119000
Uchtepa;3;80;7;9;45000
Uchtepa;3;68;3;5;57000
Uchtepa;3;68;6;9;44000
Chilonzor;3;110;4;4;78500
Uchtepa;3;65;4;5;53000
Uchtepa;2;33;8;9;23500
Uchtepa;2;40;7;9;22500
Uchtepa;2;56;5;5;34000
Uchtepa;2;42;1;5;31000
Chilonzor;2;52;4;4;39000
Uchtepa;2;52;2;4;41000
Uchtepa;2;47;3;5;36000
Chilonzor;2;40;4;4;35000
Chilonzor;2;65;4;9;57200
Chilonzor;3;69;3;4;44000
Yakkasaroy;2;60;4;5;70000
Chilonzor;3;65;1;4;49500
Chilonzor;1;32;4;4;27500
Chilonzor;3;70;3;5;51500
Chilonzor;2;46;2;4;34500
Chilonzor;3;67;2;4;44000
Yakkasaroy;2;58;5;5;47000
Uchtepa;2;65;3;9;46000
Chilonzor;1;30;2;4;26500
Uchtepa;2;45;4;4;31500
Uchtepa;2;58;3;9;35000
Mirzo Ulugbek;2;62;1;9;57000
Uchtepa;2;58;10;12;36000
Chilonzor;4;74;4;4;53000
Chilonzor;4;98;9;9;53000
Chilonzor;4;90;7;9;95000
Chilonzor;4;73;3;4;66200
Chilonzor;5;206;1;9;190000
Chilonzor;3;58;2;4;40500
Uchtepa;3;66;2;5;67000
Chilonzor;2;63;5;9;40300
Chilonzor;3;65;4;4;41000
Chilonzor;1;42;5;9;35000
Chilonzor;1;20;3;9;14500
Chilonzor;3;70;4;4;46500
Chilonzor;3;70;5;5;40000
Uchtepa;3;63;4;4;40000
Uchtepa;4;120;1;4;93500
Chilonzor;2;64;3;4;56500
Chilonzor;2;43;2;4;39800
Uchtepa;1;33;3;4;23500
Chilonzor;1;28;1;4;25500
Mirzo Ulugbek;1;40;3;3;30000
Chilonzor;4;85;9;9;68000
Chilonzor;3;68;2;4;56000
Yunusobod;2;60;3;9;48000
Chilonzor;2;62;2;4;40000
Chilonzor;2;69;5;9;59000
Uchtepa;3;90;7;9;52500
Uchtepa;3;55;2;4;43500
Chilonzor;3;70;5;5;41000
Chilonzor;1;38;3;4;31500
Chilonzor;3;100;4;12;54000
Uchtepa;3;92;1;4;65000
Mirzo Ulugbek;3;80;4;5;45000
Yashnobod;3;121;2;8;116001
Uchtepa;1;38;4;4;25000
Chilonzor;2;63;7;9;45000
Chilonzor;3;66;4;4;49000
Uchtepa;2;56;4;5;40000
Chilonzor;3;70;1;9;61000
Uchtepa;2;60;5;5;34000
Chilonzor;3;73;8;9;38200
Chilonzor;3;65;2;4;44500
Uchtepa;2;54;5;9;38000
Chilonzor;4;105;3;9;85000
Chilonzor;5;128;1;9;85000
Chilonzor;4;102;4;8;78500
Uchtepa;4;76;5;5;60500
Chilonzor;1;30;4;5;27000
Chilonzor;1;34;1;4;27000
Chilonzor;2;42;2;4;34500
Uchtepa;5;100;4;4;54000
Chilonzor;1;26;2;4;22500
Yashnobod;2;50;1;9;53000
Chilonzor;3;80;7;9;45500
Uchtepa;4;80;5;5;52500
Uchtepa;2;63;1;4;37000
Uchtepa;4;80;4;5;66500
Chilonzor;4;96;7;9;67000
Chilonzor;3;72;5;5;41500
Chilonzor;3;80;2;4;68000
Uchtepa;3;76;4;4;55500
Chilonzor;3;70;5;5;39000
Chilonzor;2;45;2;4;48000
Uchtepa;4;100;3;5;61500
Shayhontohur;1;25;3;5;22000
Chilonzor;2;60;9;9;59000
Uchtepa;3;62;5;5;48000
Chilonzor;3;60;5;5;47000
Chilonzor;3;72;9;9;36000
Uchtepa;4;80;4;5;51500
Chilonzor;3;91;9;9;42200
Chilonzor;2;80;9;9;75000
Yashnobod;2;46;1;5;25000
Yunusobod;2;56;1;4;48000
Chilonzor;2;45;4;4;45000
Chilonzor;4;105;9;9;58000
Chilonzor;3;72;8;9;44000
Uchtepa;3;90;1;12;51000
Chilonzor;2;59;2;9;51000
Chilonzor;2;58;7;9;36000
Chilonzor;3;68;5;5;47000
Uchtepa;3;82;11;12;35000
Uchtepa;2;45;5;5;34000
Uchtepa;3;70;4;12;51000
Chilonzor;3;90;5;9;58400
Yakkasaroy;3;101;1;9;119000
Yashnobod;3;65;5;5;68000
Yakkasaroy;2;40;3;4;40000
Chilonzor;3;68;4;5;50000
Yashnobod;2;42;3;5;37000
Mirobod;3;63;2;4;63000
Chilonzor;2;55;1;4;39800
Uchtepa;2;48;4;5;29500
Uchtepa;5;107;4;4;68000
Chilonzor;5;106;2;5;68000
Chilonzor;3;74;3;5;50000
Chilonzor;2;48;2;5;41500
Chilonzor;4;140;3;9;81500
Chilonzor;4;100;3;12;55000
Uchtepa;3;65;4;4;44000
Uchtepa;2;56;4;5;54000
Uchtepa;2;53;1;4;36000
Yunusobod;4;100;4;4;72500
Uchtepa;3;98;2;4;68000
Chilonzor;3;96;9;9;63000
Chilonzor;4;93;4;4;63500
Chilonzor;2;60;9;9;49500
Chilonzor;5;82;4;4;72000
Uchtepa;5;120;9;9;52000
Uchtepa;4;80;6;9;59500
Chilonzor;1;25;2;4;24000
Uchtepa;3;72;3;9;45000
Uchtepa;4;94;9;9;45000
Uchtepa;3;65;4;9;47500
Yashnobod;1;43;4;9;26900
Uchtepa;4;78;5;5;47300
Yakkasaroy;4;185;4;8;168000
